enterprise_id,enterprise_name,industry,region,scale,is_listed,credit_balance,approved_amount,available_amount,avg_deposit,non_interest_income,default_history,loan_status,default_flag,total_assets,total_liabilities,net_assets,revenue,net_profit,roe,roa,debt_ratio,current_ratio,quick_ratio,tobin_q,rd_ratio,employee_growth,revenue_growth,market_share,patent_count,company_age
ENT_000000,企业_0,教育,江西,中型,0,60236.56289652421,71312.62782026219,11076.064923737984,858.9015518623481,337.95000789632417,0,可疑,1,561330.7653509361,250727.85663945507,310602.908711481,79472.89232607561,-1057.145670999614,-0.10510529187597659,-0.05376656950323648,0.8700003067247799,0.474088864080723,0.28943687505030363,,0.027717828984322564,0.031078767518402276,-0.10275874819394462,0.013255471102115024,3,34
ENT_000001,企业_1,水的生产供应业,黑龙江,微型,0,4512.686742231102,6726.721009625774,2214.0342673946725,1006.2881459431007,333.02760760733435,0,次级,0,26498.403486324303,18314.594026703067,8183.809459621236,4625.922835388364,111.47889959944803,0.013621883567730022,0.004207004382621834,0.6911583951144505,2.41876673848841,1.9016128480330012,,0.043121521924156095,0.09900063823132516,-0.044701021812401515,0.1591012789055265,5,17
ENT_000002,企业_2,塑料制品业,上海,中型,1,31589.14286258891,42905.669964509296,11316.527101920386,20080.48939376686,1996.173880049218,0,关注,0,545795.9242797439,258580.67360793424,287215.25067180966,101380.23696226184,-1227.7855965799804,-0.004274792489981411,-0.0022495323654170185,0.4737680552473318,0.6781317133034124,0.5620068811357222,0.9371163454867102,0.04114126819200759,-0.09031531081880599,0.039756171189363525,0.018888795862974955,7,11
ENT_000003,企业_3,家具制造业,重庆,中型,0,27819.96834297628,41001.557647925045,13181.589304948764,3170.910846339387,148.36421283095535,0,关注,0,74210.0973839541,26728.949856848285,47481.147527105815,64907.278177273125,14307.566827639288,0.3013315299397819,0.19279811416516088,0.3601794203092865,2.805301089903045,2.3022193185282593,,0.0016547789678356519,0.021860176808474043,0.03221447373017143,0.07634945725765535,5,29
ENT_000004,企业_4,专用设备制造业,浙江,微型,0,949.3130033351654,1159.4474403050997,210.1344369699343,700.9744058701654,415.69103829493145,0,正常,0,12954.513266590131,6300.902948443907,6653.610318146224,4025.964379784972,798.6656713023593,0.12003493338408751,0.06165153833777214,0.48638669927445466,0.6274350894791534,0.5297604307927638,,0.12381355428774352,0.1239424715700454,0.1283118533791589,0.10299493405354812,5,34
ENT_000005,企业_5,教育,四川,小型,0,6313.449859229546,8919.36647498973,2605.916615760185,20154.199058826674,236.61130953273988,0,正常,0,13067.383618043781,7469.510738006765,5597.872880037016,62698.476062791866,6454.272630781019,1.1529866377991669,0.4939223351389786,0.5716148661689759,1.6983131944287886,1.0353856756479332,,0.09124026949378898,0.0011868092940753444,0.2406312632839235,0.10139410962627404,6,37
ENT_000006,企业_6,金属制品业,北京,小型,0,17455.226828596085,24548.04405051536,7092.817221919275,1935.2445248407316,308.07557692602103,0,关注,0,95714.46801708233,60576.7595455558,35137.70847152653,6660.98495766066,547.0081971703177,0.015567554657515015,0.0057150001301025065,0.6328903122017515,2.307586077126989,1.417596594817555,,0.11270040485711486,0.2463484114593668,0.02645288334480672,0.05223028411172773,4,49
ENT_000007,企业_7,铁路航空制造业,江西,小型,0,27428.37931862481,37759.614681393774,10331.235362768963,1023.9970372042259,78.78429508724417,0,正常,0,73690.06391362331,35629.68501746499,38060.37889615832,45261.82074950571,10218.038352928694,0.26846917054627817,0.13866236247136235,0.4835073159826371,1.4831161619800943,1.2410936852847576,,0.0726201363689503,-0.17663868427254908,0.17913950132160095,0.06656021237322432,5,48
ENT_000008,企业_8,石油加工业,内蒙古,小型,0,2900.1203314813733,4310.320054646346,1410.1997231649725,1679.8651003869657,162.90612893597228,0,次级,1,14416.629106075827,7748.1125102170345,6668.516595858792,6805.7855296841235,308.09753530740437,-0.03069728532308018,-0.0072580340327187895,0.95,0.7301585805367607,0.4755983753047584,,0.0025698131441167817,0.21841568603500128,0.10296320198610108,0.09642786273979237,4,26
ENT_000009,企业_9,石油加工业,海南,中型,0,25292.65241728997,31803.540988261677,6510.888570971707,5125.978808947494,158.25766796410284,0,正常,0,12648.591516925604,5147.191078400637,7501.400438524967,27726.66547983292,6634.035695819206,0.8843729581144297,0.5244880971088305,0.4069378848635413,2.3977274034900677,1.8545035630595348,,0.0692669259921612,0.1491778212224007,0.2870988791756891,0.08489169398696192,3,45
ENT_000010,企业_10,电气机械制造业,西藏,微型,0,3466.394255666357,3994.280793076039,527.8865374096822,62.49913660159488,29.44937668933452,3,正常,1,33364.416417411165,18629.576108375877,14734.840309035288,6666.3439304748845,-74.81956519359456,-0.10761659749522862,-0.05448499169040164,0.95,1.7225157333802712,0.9091576699325681,,0.008993971339136708,-0.03532428813348862,0.06228162977873668,0.029735302456621975,5,45
ENT_000011,企业_11,房地产业,江西,微型,0,2649.499240880173,3626.326010032041,976.8267691518677,3824.1706505630823,261.29115726471275,2,正常,0,37390.44116622456,25963.50273459672,11426.938431627841,12164.774388128839,-532.8750983478366,-0.046633234399244515,-0.014251639770145102,0.6943887775801374,2.806737459885918,1.899022118863532,,0.06401808196504413,-0.08866128523449969,0.08421466484508887,0.13700540675007963,7,45
ENT_000012,企业_12,卫生社会工作,山西,小型,0,8511.298624806266,11845.377888030644,3334.0792632243774,270.6145168095498,174.24673855052052,0,次级,1,16419.019522566323,5247.870483158142,11171.149039408181,895.1661792864776,24.50210276008573,-0.09670999339365402,-0.047015400008945725,0.6794321435526762,1.008288943254386,0.6840574647437928,,0.09265412311486416,-0.26204239258636775,0.025119910400218645,0.2035498259634829,6,32
ENT_000013,企业_13,电气机械制造业,重庆,中型,0,18535.356014717112,24652.472599823428,6117.116585106316,1748.2964800988907,105.6341181508992,1,正常,1,33577.433526014414,21980.19992355462,11597.233602459793,70196.69956899014,1256.5499389814258,0.06252366496026812,0.024844906654816395,0.95,1.235940535370322,0.9086859761103047,,0.0949897156870907,-0.0692762518620751,0.06755029200830091,0.07137406536346302,8,37
ENT_000014,企业_14,酒饮料制造业,四川,小型,0,10245.099261822275,12117.157125713542,1872.0578638912666,2021.065737350936,7775.446412458162,0,正常,0,84881.83227496377,44555.57731891302,40326.254956050754,14330.882640066255,-1340.4668134529693,-0.0332405479981681,-0.0157921521900081,0.5249130011070091,1.40782110711518,1.2319772386969563,,0.0848179939118451,0.20707649825044955,-0.056697625669174856,0.12224186360911325,6,5
ENT_000015,企业_15,汽车制造业,云南,大型,0,126033.35258280707,164067.9972646501,38034.64468184303,14453.711346600676,274.67883268600264,4,正常,0,1409828.736242063,565114.9947202331,844713.74152183,114173.36142613506,-8940.771778413313,-0.010584380647467253,-0.00634174318381762,0.40083946382492003,1.1427045546284205,0.857172223911734,,0.017797756687593137,0.041587141058198863,-0.07651945722870268,0.058710634971002554,6,20
ENT_000016,企业_16,食品制造业,北京,大型,0,65297.738608360654,79981.62599507833,14683.887386717674,790.9986063769237,7636.842676630376,0,正常,0,134268.24335966248,91565.01859396296,42703.22476569952,148089.3491916428,31221.40112433585,0.7311251385729959,0.2325300483801186,0.6819558840037031,2.3775824038440216,1.8156224235590102,,0.01828784119989151,0.22444713205877626,0.255153077056545,0.08050863555817861,4,7
ENT_000017,企业_17,电气机械制造业,新疆,中型,0,20333.583776871455,25843.712739472903,5510.128962601448,3667.6944848252942,81.02376040588338,0,正常,0,45697.50497739053,22544.485761168024,23153.019216222503,64991.288578292515,13265.032555723545,0.5729288449097475,0.2902791424233468,0.49334172122355957,1.3491296125423886,1.1466453453232395,,0.009550927463612548,-0.0429806605936828,-0.11664033663692028,0.22587097174740928,3,43
ENT_000018,企业_18,建筑业,重庆,小型,0,38475.31852337546,52252.84646484187,13777.527941466404,8458.707411589676,588.6905616118806,0,正常,0,59397.39471134723,25699.833133624245,33697.56157772298,1457.2613387947715,36.49685185566254,0.0010830710041580614,0.0006144520653309094,0.43267610066935425,1.57037360498088,1.1955056077091368,,0.013593434512661063,0.1560659240159844,0.03617638206041933,0.06364510530015417,5,23
ENT_000019,企业_19,科学研究服务业,四川,微型,0,9044.658087833273,12645.2089164771,3600.550828643827,5006.711662883501,101.91707037699321,0,正常,0,41574.948479749044,15490.786361747458,26084.162118001586,2268.30306271072,480.5801889237609,0.018424214155305214,0.011559369439936868,0.3725990513083364,1.5091841440600695,1.1395208938749974,,0.011706062081086602,-0.05762479031266324,0.30306855725419923,0.08376178951865257,8,1
ENT_000020,企业_20,食品制造业,广东,小型,0,5435.728025706662,6484.224932514728,1048.4969068080654,667.5396054966326,115.53367934566461,3,正常,0,30603.115138400863,12173.334196048741,18429.78094235212,24161.755280571197,2604.3056242648304,0.1413096353348437,0.0850993636591244,0.3977808841026648,2.2816530641168646,1.988518168882282,,0.0462374159085782,-0.09483625093147584,0.029459840999278578,0.013347011910899438,6,39
ENT_000021,企业_21,专用设备制造业,黑龙江,小型,1,1765.213240482378,2227.9288418575347,462.71560137515667,6620.095480174473,398.7204984200366,0,正常,0,333780.29764995107,211329.5296949326,122450.76795501847,20594.56770807777,3749.5906740407727,0.030621209949603267,0.011233708821163316,0.633139616636577,2.7944890652766996,2.3389309445544977,0.9105978578683362,0.06047721952218765,0.03393091742439856,0.26574809073711503,0.06420471401573849,5,3
ENT_000022,企业_22,住宿餐饮业,山东,小型,0,2220.119938236192,2681.1603202060082,461.0403819698163,879.5685254569116,325.882525453182,0,正常,0,108535.46910141376,59234.75216316116,49300.716938252604,6283.502066550245,311.66719997502236,0.006321757964805551,0.0028715700273410677,0.5457640037268663,2.1668901532684433,1.891092183754813,,0.008331594058119672,-0.049744976697999474,-0.01820914414536834,0.041859972072447287,6,45
ENT_000023,企业_23,化学原料制造业,海南,中型,0,37898.634475442595,44699.64469459416,6801.010219151562,3498.1838093058054,219.36568612553913,0,正常,0,75219.6069297481,50043.47269021461,25176.134239533494,98184.62879479572,-5921.572442770864,-0.23520578602064957,-0.07872378870978891,0.6652982477953264,1.6789564902355814,1.1173020868712344,,0.025920928624410883,-0.18142332235558184,-0.11023272127003877,0.21895493756047524,9,3
ENT_000024,企业_24,汽车制造业,山东,小型,0,3174.2755158574605,4486.377816190579,1312.1023003331188,1490.3495083708858,81.98520952749688,1,正常,0,8961.242858914076,3519.863111831147,5441.3797470829295,11913.61303261882,617.1784318867881,0.11342315011512501,0.06887196805216121,0.3927873808631143,2.4480127868472086,1.8539110410407875,,0.0543895822956262,0.022652794892451006,-0.2189651709801642,0.12407277080505108,9,6
ENT_000025,企业_25,计算机通信制造业,上海,微型,0,1087.8347404258711,1592.264882002214,504.430141576343,381.1225394509727,14.000998969142955,0,次级,1,82406.68059678708,28715.05528428281,53691.625312504264,23455.76590962776,281.7268726709157,-0.09212930682305205,-0.04316252345973271,0.7226831443093409,1.4716998172137405,1.0756968973935421,,0.012201877366910788,0.06596531246469332,0.3625448138545323,0.06006944670553435,6,31
